# EVRP Instance: C150R6-1
# Generated following Zhang, Gajpal, Appadoo & Abdulkader (2018)
# Int. J. Production Economics, 203, 404-413
#
# Node indexing:
#   0          = Depot
#   1..150       = Customers
#   151..156     = Recharging Stations
#
# Coordinates in miles. Distances computed as Euclidean.
# Speeds in km/h. Demands in tons.
# Energy formula: E_ij = eff_d * eff_m * [alpha*(w+L)*d + beta*s^2*d]
#   with d in meters, s in m/s

NAME: C150R6-1
CUSTOMERS: 150
STATIONS: 6
TOTAL_NODES: 157
VEHICLE_CAPACITY_TONS: 3.0
BATTERY_CAPACITY_KWH: 110.0
CURB_WEIGHT_KG: 2500
ALPHA: 0.0981
BETA: 2.11
EFF_MOTOR: 1.25
EFF_BATTERY_DISCHARGE: 1.11
EFF_RECHARGE: 1.25
EMISSION_RATE_KG_PER_KWH: 0.69
MAX_VEHICLES: 7
GRID_SIZE_MILES: 200
MILES_TO_METERS: 1609.34

NODE_COORD_SECTION
# NodeID  Type       X_miles   Y_miles   Demand_tons
0	D	100.00	100.00	0.0000
1	C	89.83	102.00	0.1034
2	C	47.96	190.32	0.1454
3	C	63.00	165.09	0.0801
4	C	128.41	119.34	0.0763
5	C	98.69	152.85	0.1205
6	C	73.58	28.19	0.1246
7	C	35.24	36.19	0.1422
8	C	114.09	15.41	0.0798
9	C	9.87	129.22	0.0607
10	C	26.42	88.69	0.0718
11	C	70.51	128.57	0.1467
12	C	174.90	77.73	0.0802
13	C	1.22	35.06	0.1129
14	C	55.04	140.40	0.1393
15	C	159.91	53.22	0.0508
16	C	14.44	171.15	0.1053
17	C	168.90	67.49	0.1377
18	C	138.73	156.21	0.0849
19	C	97.04	127.54	0.0879
20	C	90.50	45.24	0.0506
21	C	10.91	178.60	0.1472
22	C	107.54	198.61	0.1088
23	C	195.57	17.84	0.1422
24	C	88.85	146.07	0.0534
25	C	55.77	17.30	0.0999
26	C	8.43	165.79	0.0652
27	C	167.97	52.41	0.0518
28	C	26.58	85.84	0.1125
29	C	153.29	87.12	0.1361
30	C	153.31	78.66	0.0831
31	C	103.70	83.10	0.0886
32	C	187.35	121.31	0.1491
33	C	104.10	145.24	0.0600
34	C	93.84	172.43	0.1462
35	C	159.95	65.92	0.0823
36	C	3.75	179.80	0.1445
37	C	9.56	108.68	0.0533
38	C	139.77	74.58	0.0710
39	C	17.99	71.36	0.1057
40	C	96.89	163.66	0.0767
41	C	47.44	85.29	0.0677
42	C	21.14	72.22	0.0652
43	C	138.56	185.15	0.1279
44	C	46.43	104.55	0.0691
45	C	156.35	66.63	0.0670
46	C	123.23	110.58	0.0702
47	C	154.30	116.38	0.0723
48	C	192.72	151.38	0.0808
49	C	163.65	62.03	0.0686
50	C	195.03	186.18	0.0558
51	C	151.12	79.00	0.1392
52	C	90.08	18.98	0.0672
53	C	128.17	84.40	0.1330
54	C	110.58	41.49	0.1487
55	C	193.00	89.76	0.0736
56	C	143.80	70.80	0.0820
57	C	33.38	24.44	0.0514
58	C	103.33	129.69	0.1468
59	C	32.24	51.58	0.1240
60	C	124.45	92.25	0.0631
61	C	65.78	164.49	0.1048
62	C	136.72	170.60	0.1040
63	C	54.65	139.94	0.0538
64	C	61.56	39.20	0.0879
65	C	52.58	26.41	0.1276
66	C	64.85	158.36	0.0776
67	C	48.13	6.70	0.1277
68	C	80.99	177.95	0.0660
69	C	148.43	83.33	0.0959
70	C	188.20	175.32	0.0635
71	C	96.89	139.08	0.0666
72	C	15.78	42.50	0.0531
73	C	146.74	155.15	0.1351
74	C	49.13	46.35	0.0613
75	C	57.56	22.30	0.1309
76	C	182.16	172.10	0.0579
77	C	12.90	29.23	0.1232
78	C	18.02	62.18	0.1444
79	C	186.28	92.57	0.0500
80	C	86.19	136.17	0.1089
81	C	156.68	123.12	0.0525
82	C	86.72	166.51	0.1209
83	C	102.77	62.57	0.1058
84	C	102.17	184.20	0.0731
85	C	197.74	168.66	0.1393
86	C	6.19	121.22	0.1024
87	C	53.30	165.56	0.0875
88	C	36.33	55.23	0.0892
89	C	120.13	142.49	0.1127
90	C	115.78	9.27	0.1029
91	C	172.24	73.03	0.1120
92	C	170.72	114.85	0.1233
93	C	90.22	108.74	0.0814
94	C	101.89	173.58	0.1378
95	C	23.64	197.71	0.1256
96	C	8.99	89.22	0.0638
97	C	153.72	52.89	0.1307
98	C	104.46	104.93	0.0823
99	C	184.82	60.52	0.1112
100	C	166.15	166.57	0.0512
101	C	54.42	147.58	0.1380
102	C	140.63	35.02	0.0566
103	C	189.96	189.30	0.1166
104	C	35.92	16.01	0.0578
105	C	43.41	85.22	0.1491
106	C	81.67	180.59	0.1120
107	C	190.99	42.94	0.1047
108	C	107.77	57.22	0.1356
109	C	10.70	179.33	0.1154
110	C	112.46	166.40	0.0588
111	C	42.58	127.58	0.0904
112	C	96.01	159.22	0.0552
113	C	170.59	195.43	0.0739
114	C	96.87	95.70	0.1320
115	C	85.88	25.31	0.0820
116	C	66.12	17.48	0.1024
117	C	97.25	68.49	0.1282
118	C	39.87	194.40	0.0703
119	C	185.55	105.25	0.1473
120	C	187.45	145.53	0.1089
121	C	185.49	160.94	0.1175
122	C	1.74	175.11	0.1267
123	C	70.17	149.50	0.1370
124	C	41.23	108.07	0.1224
125	C	16.90	82.71	0.1293
126	C	172.98	149.99	0.1159
127	C	133.73	88.71	0.0879
128	C	158.62	119.99	0.0887
129	C	164.54	2.03	0.1304
130	C	76.37	11.57	0.1374
131	C	175.28	103.52	0.0915
132	C	168.67	169.12	0.1114
133	C	150.57	33.75	0.0513
134	C	133.44	118.77	0.0665
135	C	142.77	190.76	0.1007
136	C	180.29	13.42	0.0590
137	C	138.65	90.79	0.1239
138	C	197.92	10.58	0.1051
139	C	189.67	113.38	0.0954
140	C	67.26	164.74	0.0960
141	C	43.81	8.54	0.1326
142	C	42.95	26.51	0.1345
143	C	102.62	108.25	0.1259
144	C	71.66	117.87	0.0958
145	C	123.44	9.46	0.0749
146	C	74.41	15.87	0.1392
147	C	160.10	152.01	0.1132
148	C	42.80	65.47	0.1377
149	C	143.98	144.66	0.0607
150	C	167.80	110.58	0.0864
151	S	64.52	17.78	0.0000
152	S	54.32	153.08	0.0000
153	S	147.83	30.59	0.0000
154	S	179.43	32.36	0.0000
155	S	72.52	89.40	0.0000
156	S	166.64	186.40	0.0000

DISTANCE_MATRIX_MILES
0.0000	10.3648	104.2395	74.8713	34.3681	52.8662	76.5160	90.9152	85.7554	94.7482	74.4442	41.0598	78.1407	118.2146	60.4447	76.0104	111.2782	76.1847	68.2611	27.6986	55.5779	118.8065	98.8978	126.0313	47.4001	93.7848	112.7537	82.9743	74.7730	54.8244	57.4226	17.3003	89.9118	45.4254	72.6915	68.9598	125.0284	90.8556	47.1999	86.8671	63.7359	54.5796	83.6100	93.4740	53.7629	65.4895	25.5259	56.7168	106.0043	74.1151	128.2875	55.2653	81.6250	32.2011	59.4589	93.5621	52.6410	100.7350	29.8762	83.2821	25.6489	73.0066	79.5784	60.4303	71.9324	87.5451	68.1279	106.7492	80.2345	51.2187	115.9842	39.2036	101.9768	72.2921	73.9329	88.5350	109.3100	112.2266	90.2833	86.5993	38.7167	61.2140	67.8228	37.5324	84.2280	119.4458	96.1801	80.4923	77.8346	47.0172	92.0920	77.1103	72.2623	13.1162	73.6043	124.0084	91.6462	71.4506	6.6480	93.5580	93.8477	65.8892	76.6368	126.7568	105.6436	58.4883	82.6483	107.4012	43.4799	119.4476	67.5589	63.7002	59.3543	118.7006	5.3185	76.0130	89.2043	31.6298	111.9240	85.7109	98.5925	104.9868	123.6792	57.7934	59.3215	84.8796	88.4595	35.5693	61.9347	117.3181	91.5327	75.3623	97.4328	83.3450	38.3477	100.3327	118.0787	39.7322	132.6057	90.6627	72.5477	107.3417	93.0348	8.6560	33.5036	93.5250	87.9358	79.4799	66.8144	62.6798	68.6205	89.5486	70.0296	84.2939	104.3278	29.4535	109.1139
