# EVRP Instance: C14R2
# Generated following Zhang, Gajpal, Appadoo & Abdulkader (2018)
# Int. J. Production Economics, 203, 404-413
#
# Node indexing:
#   0          = Depot
#   1..14       = Customers
#   15..16     = Recharging Stations
#
# Coordinates in miles. Distances computed as Euclidean.
# Speeds in km/h. Demands in tons.
# Energy formula: E_ij = eff_d * eff_m * [alpha*(w+L)*d + beta*s^2*d]
#   with d in meters, s in m/s

NAME: C14R2
CUSTOMERS: 14
STATIONS: 2
TOTAL_NODES: 17
VEHICLE_CAPACITY_TONS: 3.0
BATTERY_CAPACITY_KWH: 110.0
CURB_WEIGHT_KG: 2500
ALPHA: 0.0981
BETA: 2.11
EFF_MOTOR: 1.25
EFF_BATTERY_DISCHARGE: 1.11
EFF_RECHARGE: 1.25
EMISSION_RATE_KG_PER_KWH: 0.69
MAX_VEHICLES: 3
GRID_SIZE_MILES: 200
MILES_TO_METERS: 1609.34

NODE_COORD_SECTION
# NodeID  Type       X_miles   Y_miles   Demand_tons
0	D	100.00	100.00	0.0000
1	C	81.69	7.32	0.0510
2	C	189.25	72.77	0.0552
3	C	47.47	155.16	0.1289
4	C	33.12	72.35	0.1411
5	C	67.88	198.50	0.0952
6	C	46.84	160.02	0.0975
7	C	99.45	110.17	0.1303
8	C	167.09	72.46	0.1470
9	C	35.62	174.75	0.0750
10	C	157.75	115.35	0.0677
11	C	11.67	118.93	0.0741
12	C	110.04	81.93	0.1260
13	C	99.95	32.20	0.1283
14	C	91.31	197.30	0.1451
15	S	135.09	17.77	0.0000
16	S	65.58	18.53	0.0000

DISTANCE_MATRIX_MILES
0.0000	94.4714	93.3115	76.1710	72.3703	103.6048	80.1772	10.1849	72.5225	98.6527	59.7552	90.3357	20.6719	67.8000	97.6873	89.4040	88.4426
94.4714	0.0000	125.9081	151.7487	81.1662	191.6781	156.6263	104.3721	107.4075	173.6527	132.1197	131.7558	79.8146	30.8617	190.2234	54.4129	19.6264
93.3115	125.9081	0.0000	163.9807	156.1306	174.7533	167.0125	97.2769	22.1622	184.3966	52.9651	183.4813	79.7379	98.0837	158.4297	77.1901	135.0416
76.1710	151.7487	163.9807	0.0000	84.0441	47.9054	4.9007	68.7461	145.4243	22.8952	117.2455	50.9338	96.3205	133.6911	60.8089	162.9518	137.8250
72.3703	81.1662	156.1306	84.0441	0.0000	130.8514	88.7371	76.3546	133.9700	102.4305	131.8394	51.2816	77.5143	77.9633	137.8353	115.6584	62.8510
103.6048	191.6781	174.7533	47.9054	130.8514	0.0000	43.8565	93.8022	160.4017	40.0596	122.4359	97.4215	123.9598	169.3640	23.4607	192.8225	179.9847
80.1772	156.6263	167.0125	4.9007	88.7371	43.8565	0.0000	72.4764	148.7509	18.5165	119.5677	54.0862	100.4604	138.4147	58.0291	167.4011	142.7256
10.1849	104.3721	97.2769	68.7461	76.3546	93.8022	72.4764	0.0000	77.4417	90.8011	58.5297	88.2160	30.1603	77.9716	87.5094	99.0352	97.6989
72.5225	107.4075	22.1622	145.4243	133.9700	160.4017	148.7509	77.4417	0.0000	166.5761	43.8952	162.2185	57.8306	78.2857	146.0398	63.3640	114.9466
98.6527	173.6527	184.3966	22.8952	102.4305	40.0596	18.5165	90.8011	166.5761	0.0000	135.8090	60.7410	118.9701	156.3933	60.0823	185.8413	159.0669
59.7552	132.1197	52.9651	117.2455	131.8394	122.4359	119.5677	58.5297	43.8952	135.8090	0.0000	146.1239	58.2507	101.2658	105.4992	100.1765	133.6766
90.3357	131.7558	183.4813	50.9338	51.2816	97.4215	54.0862	88.2160	162.2185	60.7410	146.1239	0.0000	105.0983	123.7556	111.7336	159.5802	113.9581
20.6719	79.8146	79.7379	96.3205	77.5143	123.9598	100.4604	30.1603	57.8306	118.9701	58.2507	105.0983	0.0000	50.7433	116.8805	68.8768	77.4355
