# EVRP Instance: C16R2
# Generated following Zhang, Gajpal, Appadoo & Abdulkader (2018)
# Int. J. Production Economics, 203, 404-413
#
# Node indexing:
#   0          = Depot
#   1..16       = Customers
#   17..18     = Recharging Stations
#
# Coordinates in miles. Distances computed as Euclidean.
# Speeds in km/h. Demands in tons.
# Energy formula: E_ij = eff_d * eff_m * [alpha*(w+L)*d + beta*s^2*d]
#   with d in meters, s in m/s

NAME: C16R2
CUSTOMERS: 16
STATIONS: 2
TOTAL_NODES: 19
VEHICLE_CAPACITY_TONS: 3.0
BATTERY_CAPACITY_KWH: 110.0
CURB_WEIGHT_KG: 2500
ALPHA: 0.0981
BETA: 2.11
EFF_MOTOR: 1.25
EFF_BATTERY_DISCHARGE: 1.11
EFF_RECHARGE: 1.25
EMISSION_RATE_KG_PER_KWH: 0.69
MAX_VEHICLES: 3
GRID_SIZE_MILES: 200
MILES_TO_METERS: 1609.34

NODE_COORD_SECTION
# NodeID  Type       X_miles   Y_miles   Demand_tons
0	D	100.00	100.00	0.0000
1	C	195.10	37.93	0.0631
2	C	100.23	197.46	0.0577
3	C	81.64	61.65	0.1223
4	C	27.16	124.17	0.0694
5	C	142.41	96.16	0.0598
6	C	186.83	124.45	0.1033
7	C	13.85	21.85	0.1172
8	C	87.15	66.26	0.1019
9	C	42.85	152.69	0.1146
10	C	15.19	74.40	0.0877
11	C	58.30	167.96	0.1058
12	C	4.45	163.92	0.0816
13	C	180.68	92.00	0.1189
14	C	71.59	22.86	0.0981
15	C	130.96	57.09	0.0628
16	C	18.30	195.03	0.0951
17	S	54.54	18.84	0.0000
18	S	2.26	140.12	0.0000

DISTANCE_MATRIX_MILES
0.0000	113.5636	97.4603	42.5184	76.7454	42.5835	90.2067	116.3153	36.1042	77.7326	88.5895	79.7336	114.9590	81.0757	82.2053	52.9130	125.3219	93.0245	105.6538
113.5636	0.0000	185.6075	115.9129	188.7887	78.5301	86.9143	181.9619	111.6055	190.6566	183.5692	188.7380	228.5189	55.9598	124.4260	66.9406	236.5135	141.8504	218.2431
97.4603	185.6075	0.0000	137.0764	103.4923	109.7308	113.2697	195.7048	131.8504	72.7792	149.5846	51.2677	101.4827	132.6424	176.9333	143.6944	81.9660	184.3710	113.5165
42.5184	115.9129	137.0764	0.0000	82.9266	69.8851	122.5103	78.6099	7.1842	98.9593	67.6621	108.8420	128.1306	103.5859	40.0708	49.5304	147.6556	50.6666	111.6187
76.7454	188.7887	103.4923	82.9266	0.0000	118.6049	159.6702	103.1821	83.3809	32.5510	51.1892	53.7333	45.7800	156.8544	110.6243	123.5887	71.4118	108.8305	29.5705
42.5835	78.5301	109.7308	69.8851	118.6049	0.0000	52.6637	148.4912	62.8305	114.4895	129.0675	110.5881	153.7022	38.4954	101.9233	40.7132	158.6776	117.0449	146.8826
90.2067	86.9143	113.2697	122.5103	159.6702	52.6637	0.0000	201.1190	115.4217	146.7233	178.7884	135.6948	186.6021	33.0276	153.6255	87.5147	182.7126	169.2753	185.2340
116.3153	181.9619	195.7048	78.6099	103.1821	148.4912	201.1190	0.0000	85.7038	134.0153	52.5671	152.7218	142.3806	180.9786	57.7488	122.2972	173.2372	40.8012	118.8365
36.1042	111.6055	131.8504	7.1842	83.3809	62.8305	115.4217	85.7038	0.0000	97.1218	72.4189	105.7129	127.9717	97.0073	46.1050	44.7594	146.0207	57.5506	112.5238
77.7326	190.6566	72.7792	98.9593	32.5510	114.4895	146.7233	134.0153	97.1218	0.0000	83.0325	21.7227	40.0084	150.6001	132.9730	130.0105	48.9426	134.3595	42.4918
88.5895	183.5692	149.5846	67.6621	51.1892	129.0675	178.7884	52.5671	72.4189	83.0325	0.0000	103.0143	90.1620	166.4233	76.4024	117.0569	120.6701	68.0833	66.9799
79.7336	188.7380	51.2677	108.8420	53.7333	110.5881	135.6948	152.7218	105.7129	21.7227	103.0143	0.0000	54.0013	144.0374	145.7074	132.5580	48.2989	149.1674	62.5743
114.9590	228.5189	101.4827	128.1306	45.7800	153.7022	186.6021	142.3806	127.9717	40.0084	90.1620	54.0013	0.0000	190.3405	156.2232	165.5821	34.0537	153.4836	23.9005
81.0757	55.9598	132.6424	103.5859	156.8544	38.4954	33.0276	180.9786	97.0073	150.6001	166.4233	144.0374	190.3405	0.0000	129.1548	60.7518	192.3082	145.8207	184.7951
82.2053	124.4260	176.9333	40.0708	110.6243	101.9233	153.6255	57.7488	46.1050	132.9730	76.4024	145.7074	156.2232	129.1548	0.0000	68.5309	180.2286	17.5175	136.2225
52.9130	66.9406	143.6944	49.5304	123.5887	40.7132	87.5147	122.2972	44.7594	130.0105	117.0569	132.5580	165.5821	60.7518	68.5309	0.0000	178.1003	85.4581	153.1590
125.3219	236.5135	81.9660	147.6556	71.4118	158.6776	182.7126	173.2372	146.0207	48.9426	120.6701	48.2989	34.0537	192.3082	180.2286	178.1003	0.0000	179.8784	57.2048
93.0245	141.8504	184.3710	50.6666	108.8305	117.0449	169.2753	40.8012	57.5506	134.3595	68.0833	149.1674	153.4836	145.8207	17.5175	85.4581	179.8784	0.0000	132.0683
105.6538	218.2431	113.5165	111.6187	29.5705	146.8826	185.2340	118.8365	112.5238	42.4918	66.9799	62.5743	23.9005	184.7951	136.2225	153.1590	57.2048	132.0683	0.0000

SPEED_MATRIX_KMH
0	30	30	40	60	40	30	80	80	30	80	30	40	80	80	60	40	40	30
30	0	30	60	30	80	30	40	80	30	40	40	30	80	30	60	40	80	30
30	60	0	60	30	40	30	30	80	60	80	60	40	40	40	60	40	60	60
80	30	40	0	30	30	40	60	30	60	80	30	80	80	80	60	80	80	40
80	80	60	30	0	60	60	40	40	60	40	30	80	30	30	40	60	40	60
80	30	60	30	30	0	80	40	60	60	60	30	40	30	30	60	40	40	30
60	40	30	60	30	30	0	30	30	40	80	40	30	30	60	40	40	30	40
80	80	30	30	40	40	30	0	30	30	40	60	60	80	40	40	60	60	60
30	40	60	40	40	30	60	30	0	30	60	30	80	40	80	80	60	30	30
30	80	40	60	30	80	60	80	60	0	30	30	30	80	30	80	40	60	40
60	60	30	80	40	40	60	40	40	30	0	60	60	30	30	30	60	40	30
60	60	80	80	80	30	30	30	30	30	40	0	30	80	80	60	40	30	60
60	60	40	30	40	80	30	40	80	30	30	40	0	80	60	80	80	30	30
30	80	40	30	60	80	40	30	30	80	30	80	60	0	40	40	30	40	80
80	60	80	40	80	80	60	30	40	40	40	60	40	80	0	80	60	60	80
60	60	40	60	60	60	80	60	80	60	80	40	40	80	30	0	40	30	30
80	80	60	40	80	30	40	40	40	40	80	80	80	30	40	80	0	80	80
60	80	60	60	80	60	60	30	60	60	60	60	30	40	30	60	40	0	80
